song_id,artist_name,track_name,release_date,genre,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic
260,the brothers four,yellow bird,1959,pop,0.186,0.084,0.002,0.002,0.002,0.002,0.002,0.002,0.087,0.002,0.002,0.002,0.088,0.002,0.29,0.423,0.002,0.354,0.498,0.787,0,0.463,0.258,sadness
263,neil sedaka,you mean everything to me,1959,pop,0.136,0.002,0.002,0.143,0.002,0.002,0.002,0.355,0.21,0.002,0.002,0.002,0.058,0.002,0.002,0.204,0.002,0.338,0.714,0.525,0,0.675,0.429,romantic
267,ricky nelson,lonesome town,1959,pop,0.171,0.002,0.002,0.133,0.002,0.002,0.07,0.002,0.002,0.002,0.177,0.002,0.002,0.052,0.002,0.547,0.002,0.484,0.592,0.809,0,0.285,0.184,sadness
268,fats domino,blueberry hill,1959,pop,0.121,0.003,0.003,0.003,0.003,0.003,0.003,0.405,0.003,0.003,0.21,0.003,0.187,0.003,0.003,0.151,0.003,0.463,0.665,0.743,0,0.83,0.499,romantic
269,fats domino,ain't that a shame,1959,pop,0.106,0.002,0.002,0.002,0.002,0.002,0.002,0.103,0.125,0.002,0.002,0.002,0.002,0.002,0.063,0.597,0.002,0.46,0.694,0.77,0,0.946,0.501,sadness
270,the platters,smoke gets in your eyes,1959,pop,0.226,0.001,0.001,0.001,0.001,0.001,0.001,0.032,0.252,0.163,0.001,0.001,0.144,0.001,0.001,0.389,0.001,0.153,0.628,0.924,0,0.269,0.295,sadness
273,connie francis,winter wonderland,1959,pop,0.221,0.002,0.002,0.002,0.071,0.002,0.002,0.002,0.002,0.002,0.399,0.14,0.002,0.002,0.044,0.32,0.002,0.479,0.614,0.64,0,0.359,0.22,music
275,esquivel!,boulevard of broken dreams,1959,pop,0.251,0.002,0.002,0.002,0.106,0.002,0.002,0.05,0.002,0.002,0.148,0.002,0.189,0.002,0.002,0.485,0.002,0.763,0.704,0.821,0.008,0.822,0.607,sadness
277,bobby darin,i'll remember april,1959,pop,0.131,0.002,0.002,0.271,0.002,0.002,0.048,0.322,0.002,0.002,0.069,0.002,0.138,0.002,0.002,0.12,0.002,0.403,0.57,0.82,0,0.598,0.336,romantic
279,dion & the belmonts,that's my desire,1959,pop,0.161,0.002,0.002,0.002,0.135,0.002,0.041,0.319,0.002,0.002,0.122,0.002,0.288,0.002,0.002,0.069,0.002,0.383,0.765,0.701,0,0.282,0.39,romantic
281,the clovers,all about you,1959,pop,0.799,0.001,0.001,0.056,0.001,0.001,0.011,0.001,0.001,0.662,0.001,0.121,0.001,0.001,0.049,0.058,0.001,0.826,0.628,0.717,0,0.925,0.485,obscene
282,harry belafonte,the marching saints,1959,pop,0.457,0.001,0.032,0.001,0.001,0.054,0.097,0.001,0.001,0.417,0.11,0.257,0.001,0.001,0.001,0.001,0.001,0.474,0.574,0.706,0,0.57,0.423,obscene
285,connie francis,you alone,1959,pop,0.161,0.002,0.002,0.002,0.002,0.002,0.002,0.343,0.224,0.002,0.002,0.002,0.364,0.002,0.002,0.002,0.036,0.188,0.626,0.827,0,0.159,0.187,romantic
287,the platters,love in bloom,1959,pop,0.508,0.001,0.301,0.001,0.001,0.001,0.001,0.001,0.254,0.001,0.081,0.001,0.15,0.001,0.001,0.001,0.133,0.31,0.547,0.961,0.003,0.17,0.184,violence
289,johnny mathis,tonight,1959,pop,0.126,0.002,0.002,0.048,0.563,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.307,0.002,0.002,0.002,0.002,0.223,0.662,0.773,0,0.284,0.437,night/time
294,brenda lee,baby face,1959,pop,0.166,0.356,0.002,0.002,0.002,0.065,0.089,0.002,0.002,0.002,0.002,0.002,0.106,0.002,0.002,0.359,0.002,0.693,0.674,0.611,0,0.922,0.698,sadness
299,harry belafonte,swing low,1959,pop,0.156,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.383,0.561,0.002,0.002,0.002,0.002,0.002,0.029,0.156,0.505,0.952,0,0.017,0.26,music
300,neil sedaka,another sleepless night,1959,pop,0.266,0.001,0.001,0.001,0.349,0.001,0.001,0.091,0.096,0.001,0.001,0.001,0.201,0.001,0.001,0.204,0.04,0.399,0.778,0.619,0,0.776,0.653,night/time
301,bobby darin,it ain't necessarily so,1959,pop,0.261,0.002,0.162,0.365,0.002,0.002,0.086,0.002,0.062,0.002,0.002,0.222,0.002,0.043,0.002,0.002,0.002,0.634,0.419,0.948,0,0.381,0.078,world/life
302,johnny mathis,stranger in paradise,1959,pop,0.286,0.002,0.002,0.002,0.002,0.002,0.002,0.103,0.221,0.002,0.049,0.002,0.002,0.098,0.002,0.504,0.002,0.181,0.623,0.835,0,0.152,0.366,sadness
307,ricky nelson,i can't help it (if i'm still in love with you),1959,pop,0.166,0.002,0.002,0.002,0.002,0.002,0.181,0.178,0.002,0.002,0.002,0.199,0.002,0.002,0.002,0.324,0.095,0.695,0.687,0.495,0.016,0.674,0.447,sadness
308,ricky nelson,it's all in the game,1959,pop,0.121,0.003,0.003,0.133,0.003,0.003,0.003,0.202,0.003,0.159,0.003,0.003,0.092,0.003,0.003,0.379,0.003,0.357,0.576,0.074,0,0.387,0.23,sadness
309,jerry lee lewis,your cheating heart,1960,pop,0.126,0.205,0.003,0.003,0.13,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.475,0.003,0.497,0.613,0.599,0,0.779,0.692,sadness
312,bobby darin,christmas auld land syne,1960,pop,0.291,0.002,0.002,0.248,0.002,0.002,0.118,0.002,0.002,0.002,0.366,0.002,0.194,0.046,0.002,0.002,0.002,0.23,0.611,0.902,0,0.321,0.313,music
315,patti page,with my eyes wide open i'm dreaming,1960,pop,0.317,0.001,0.001,0.054,0.001,0.001,0.001,0.23,0.001,0.001,0.001,0.001,0.29,0.001,0.001,0.411,0.001,0.528,0.546,0.885,0,0.255,0.082,sadness
317,brook benton,september song,1960,pop,0.422,0.001,0.001,0.315,0.305,0.001,0.024,0.001,0.001,0.001,0.238,0.001,0.102,0.001,0.001,0.001,0.001,0.222,0.53,0.941,0,0.262,0.187,world/life
318,the flamingos,you belong to my heart,1960,pop,0.317,0.147,0.052,0.001,0.05,0.001,0.001,0.072,0.085,0.001,0.001,0.001,0.177,0.001,0.001,0.388,0.019,0.426,0.648,0.749,0,0.762,0.6,sadness
320,sam cooke,sweet leilani,1960,pop,0.176,0.176,0.003,0.003,0.003,0.003,0.003,0.479,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.293,0.635,0.8,0,0.356,0.394,romantic
321,the everly brothers,memories are made of this,1960,pop,0.206,0.002,0.002,0.495,0.002,0.002,0.035,0.177,0.002,0.002,0.002,0.216,0.002,0.002,0.047,0.002,0.002,0.608,0.496,0.661,0.007,0.504,0.333,world/life
323,the flamingos,at night,1960,pop,0.382,0.001,0.873,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.084,0.001,0.001,0.001,0.001,0.23,0.569,0.691,0,0.401,0.173,violence
325,connie francis,summertime in venice,1960,pop,0.327,0.003,0.003,0.003,0.003,0.003,0.003,0.077,0.003,0.003,0.312,0.003,0.003,0.003,0.003,0.152,0.101,0.248,0.579,0.948,0,0.147,0.242,music
328,the flamingos,when i fall in love,1960,pop,0.749,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.096,0.518,0.001,0.16,0.001,0.001,0.04,0.08,0.043,0.207,0.617,0.628,0,0.321,0.254,obscene
331,fats domino,it's the talk of the town,1960,pop,0.322,0.001,0.001,0.001,0.001,0.041,0.001,0.001,0.399,0.001,0.001,0.049,0.001,0.068,0.064,0.317,0.001,0.501,0.483,0.589,0,0.565,0.183,sadness
332,brenda lee,blueberry hill,1960,pop,0.141,0.003,0.003,0.003,0.003,0.003,0.003,0.444,0.003,0.003,0.198,0.003,0.173,0.003,0.003,0.141,0.003,0.698,0.738,0.556,0,0.796,0.567,romantic
333,brenda lee,teach me tonight,1960,pop,0.211,0.001,0.081,0.614,0.213,0.001,0.001,0.001,0.001,0.071,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.54,0.709,0.537,0,0.418,0.436,world/life
341,neil sedaka,king of clowns,1960,pop,0.291,0.245,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.091,0.065,0.001,0.001,0.001,0.581,0.001,0.454,0.807,0.623,0,0.971,0.678,sadness
344,neil sedaka,smile,1960,pop,0.176,0.002,0.002,0.221,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.154,0.002,0.002,0.598,0.002,0.091,0.739,0.721,0,0.13,0.463,sadness
346,fats domino,you always hurt the one you love,1960,pop,0.161,0.003,0.003,0.003,0.15,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.807,0.003,0.428,0.623,0.465,0.133,0.739,0.33,sadness
347,ike & tina turner,chances are,1960,pop,0.769,0.001,0.309,0.001,0.001,0.001,0.001,0.031,0.066,0.307,0.001,0.149,0.064,0.001,0.001,0.001,0.001,0.679,0.703,0.71,0.006,0.695,0.465,violence
354,sam cooke,good times,1960,pop,0.558,0.034,0.001,0.001,0.583,0.044,0.001,0.001,0.049,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.112,0.639,0.689,0.716,0,0.863,0.619,night/time
359,the everly brothers,sleepless nights,1960,pop,0.101,0.003,0.003,0.349,0.003,0.003,0.003,0.086,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.515,0.003,0.44,0.446,0.922,0,0.084,0.102,sadness
362,sam cooke,unchained melody,1960,pop,0.176,0.002,0.002,0.002,0.379,0.124,0.002,0.192,0.002,0.002,0.054,0.002,0.002,0.002,0.002,0.134,0.062,0.249,0.548,0.911,0,0.184,0.166,night/time
364,neil sedaka,breaking up is hard to do,1960,pop,0.201,0.053,0.001,0.081,0.001,0.001,0.001,0.164,0.157,0.001,0.03,0.001,0.001,0.001,0.032,0.468,0.001,0.738,0.774,0.702,0,0.97,0.8,sadness
368,fats domino,my girl josephine,1960,pop,0.176,0.12,0.002,0.34,0.002,0.002,0.002,0.121,0.002,0.002,0.002,0.002,0.002,0.067,0.105,0.107,0.002,0.773,0.557,0.407,0.013,0.96,0.368,world/life
369,bobby vee,devil or angel,1960,pop,0.196,0.002,0.383,0.002,0.151,0.098,0.002,0.183,0.002,0.002,0.002,0.002,0.002,0.002,0.112,0.002,0.049,0.354,0.612,0.904,0,0.609,0.266,violence
371,the everly brothers,love hurts,1960,pop,0.261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.345,0.001,0.053,0.001,0.001,0.024,0.001,0.56,0.001,0.637,0.5,0.849,0,0.531,0.246,sadness
372,the platters,harbor lights,1960,pop,0.226,0.001,0.001,0.001,0.035,0.001,0.001,0.347,0.001,0.001,0.001,0.001,0.35,0.001,0.001,0.247,0.001,0.215,0.571,0.917,0.001,0.288,0.29,romantic
375,sam cooke,far away places,1960,pop,0.246,0.001,0.001,0.001,0.001,0.001,0.031,0.001,0.091,0.001,0.335,0.001,0.001,0.13,0.001,0.343,0.001,0.141,0.562,0.941,0,0.154,0.208,sadness
376,joan baez,girl of constant sorrow,1960,pop,0.206,0.002,0.002,0.317,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.288,0.002,0.226,0.073,0.002,0.002,0.309,0.52,0.934,0,0.358,0.059,world/life
384,connie francis,return to me,1960,pop,0.271,0.001,0.001,0.462,0.001,0.001,0.001,0.001,0.001,0.001,0.122,0.001,0.001,0.001,0.001,0.252,0.001,0.221,0.592,0.933,0,0.135,0.263,world/life
386,sam cooke,you're nobody til somebody loves you,1960,pop,0.161,0.002,0.002,0.45,0.002,0.002,0.002,0.165,0.002,0.002,0.002,0.002,0.194,0.002,0.002,0.002,0.165,0.212,0.658,0.557,0,0.343,0.431,world/life
388,dion & the belmonts,all the things you are,1960,pop,0.382,0.072,0.001,0.001,0.001,0.001,0.001,0.395,0.001,0.001,0.021,0.001,0.001,0.001,0.085,0.001,0.001,0.297,0.679,0.87,0,0.27,0.231,romantic
389,sam cooke,the great pretender,1960,pop,0.256,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.119,0.185,0.461,0.215,0.339,0.589,0.968,0,0.304,0.155,sadness
392,brook benton,fools rush in,1960,pop,0.307,0.001,0.001,0.074,0.001,0.001,0.001,0.001,0.001,0.001,0.054,0.001,0.043,0.001,0.026,0.586,0.001,0.396,0.578,0.516,0,0.797,0.673,sadness
394,sam cooke,mona lisa,1960,pop,0.171,0.04,0.002,0.002,0.002,0.002,0.073,0.3,0.002,0.002,0.11,0.002,0.002,0.002,0.05,0.369,0.036,0.214,0.505,0.945,0.002,0.327,0.134,sadness
398,dion & the belmonts,swinging on a star,1960,pop,0.357,0.001,0.001,0.104,0.001,0.001,0.001,0.001,0.001,0.405,0.225,0.165,0.001,0.001,0.001,0.001,0.001,0.532,0.737,0.789,0,0.774,0.521,obscene
402,bobby darin,just friends,1961,pop,0.181,0.002,0.002,0.002,0.002,0.002,0.002,0.112,0.429,0.002,0.002,0.002,0.002,0.002,0.002,0.435,0.002,0.421,0.62,0.711,0,0.507,0.31,sadness
404,brenda lee,cry,1961,pop,0.196,0.072,0.002,0.002,0.002,0.034,0.002,0.061,0.186,0.002,0.347,0.155,0.002,0.002,0.002,0.002,0.125,0.504,0.705,0.753,0,0.392,0.281,music
405,the shirelles,blue holiday,1961,pop,0.216,0.002,0.002,0.002,0.002,0.02,0.002,0.125,0.002,0.002,0.607,0.002,0.046,0.002,0.002,0.18,0.002,0.178,0.745,0.709,0,0.35,0.385,music
408,the shirelles,the dance is over,1961,pop,0.884,0.014,0.072,0.001,0.033,0.001,0.001,0.001,0.058,0.514,0.001,0.001,0.051,0.001,0.188,0.001,0.001,0.192,0.743,0.817,0,0.275,0.364,obscene
409,judy collins,maid of constant sorrow,1961,pop,0.206,0.002,0.002,0.339,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.35,0.178,0.002,0.002,0.002,0.002,0.385,0.508,0.992,0,0.466,0.073,world/life
412,del shannon,the search,1961,pop,0.03,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.211,0.411,0.011,0.011,0.011,0.011,0.011,0.011,0.468,0.621,0.082,0,0.338,0.4,music
413,andy williams,the twelfth of never,1961,pop,0.302,0.001,0.001,0.001,0.34,0.053,0.001,0.346,0.033,0.001,0.071,0.001,0.001,0.001,0.074,0.001,0.001,0.179,0.521,0.916,0,0.217,0.215,romantic
415,brian hyland,baby face,1961,pop,0.271,0.388,0.001,0.001,0.001,0.001,0.114,0.001,0.001,0.001,0.001,0.001,0.054,0.001,0.001,0.427,0.001,0.794,0.705,0.646,0,0.948,0.572,sadness
416,connie francis,how long has this been going on,1961,pop,0.146,0.002,0.002,0.002,0.002,0.002,0.002,0.104,0.244,0.042,0.002,0.002,0.002,0.002,0.253,0.33,0.002,0.413,0.437,0.832,0,0.458,0.084,sadness
417,little richard,joy joy joy,1961,pop,0.226,0.001,0.001,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.081,0.001,0.001,0.565,0.001,0.432,0.627,0.821,0,0.929,0.608,sadness
420,shirley bassey,love is a many splendored thing,1961,pop,0.221,0.001,0.001,0.304,0.001,0.001,0.001,0.38,0.001,0.001,0.11,0.001,0.099,0.001,0.001,0.001,0.086,0.23,0.642,0.871,0,0.135,0.226,romantic
421,the everly brothers,when i grow too old to dream,1961,pop,0.146,0.002,0.002,0.505,0.002,0.002,0.002,0.277,0.002,0.002,0.077,0.002,0.002,0.002,0.067,0.002,0.049,0.26,0.551,0.876,0,0.09,0.057,world/life
423,the shirelles,what a sweet thing that was,1961,pop,0.312,0.001,0.001,0.085,0.056,0.001,0.001,0.325,0.413,0.001,0.08,0.001,0.001,0.001,0.001,0.001,0.001,0.56,0.723,0.509,0,0.879,0.485,romantic
424,johnny burnette,mona lisa,1961,pop,0.226,0.022,0.001,0.001,0.001,0.001,0.102,0.328,0.001,0.001,0.001,0.04,0.001,0.001,0.001,0.441,0.051,0.568,0.705,0.701,0,0.872,0.662,sadness
427,les paul,am i blue,1961,pop,0.08,0.003,0.003,0.187,0.003,0.003,0.003,0.003,0.003,0.003,0.397,0.003,0.003,0.003,0.003,0.276,0.09,0.321,0.543,0.839,0.002,0.202,0.156,music
429,les paul,your cheatin' heart,1961,pop,0.317,0.001,0.001,0.126,0.001,0.001,0.001,0.026,0.084,0.001,0.037,0.001,0.001,0.001,0.001,0.656,0.001,0.399,0.705,0.644,0.001,0.661,0.477,sadness
430,bobby darin,long ago and far away,1961,pop,0.196,0.002,0.002,0.002,0.367,0.002,0.002,0.002,0.05,0.002,0.002,0.002,0.315,0.002,0.097,0.002,0.002,0.471,0.629,0.706,0,0.652,0.379,night/time
431,bobby darin,the more i see you,1961,pop,0.251,0.001,0.001,0.383,0.245,0.001,0.001,0.104,0.179,0.001,0.001,0.001,0.001,0.001,0.001,0.074,0.001,0.366,0.607,0.612,0,0.448,0.291,world/life
434,sam cooke,the song is ended (but the melody lingers on),1961,pop,0.221,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.329,0.002,0.44,0.002,0.002,0.117,0.091,0.408,0.755,0.793,0,0.753,0.48,music
437,jerry lee lewis,hello josephine,1961,pop,0.206,0.119,0.002,0.329,0.002,0.002,0.002,0.083,0.002,0.002,0.002,0.002,0.002,0.084,0.118,0.134,0.002,0.604,0.675,0.789,0.002,0.975,0.728,world/life
438,ben e. king,perfidia,1961,pop,0.221,0.002,0.002,0.064,0.002,0.002,0.002,0.284,0.002,0.002,0.002,0.002,0.002,0.002,0.141,0.45,0.036,0.516,0.619,0.351,0,0.704,0.347,sadness
441,bobby vee,earth angel,1961,pop,0.271,0.001,0.001,0.001,0.039,0.001,0.025,0.158,0.083,0.001,0.001,0.001,0.001,0.248,0.001,0.433,0.001,0.375,0.638,0.654,0,0.516,0.31,sadness
451,brenda lee,dum dum,1961,pop,0.211,0.092,0.002,0.002,0.05,0.063,0.034,0.094,0.248,0.002,0.303,0.002,0.031,0.002,0.002,0.002,0.002,0.682,0.743,0.834,0,0.678,0.619,music
453,roy orbison,(i'd be) a legend in my time,1961,pop,0.176,0.003,0.003,0.383,0.101,0.003,0.003,0.058,0.236,0.003,0.003,0.003,0.003,0.003,0.003,0.187,0.003,0.382,0.628,0.651,0.013,0.399,0.345,world/life
454,ben e. king,come closer to me,1961,pop,0.166,0.002,0.002,0.148,0.002,0.002,0.046,0.437,0.11,0.002,0.116,0.002,0.067,0.002,0.002,0.002,0.002,0.456,0.618,0.574,0.001,0.794,0.468,romantic
455,dion,life is but a dream,1961,pop,0.161,0.067,0.002,0.562,0.002,0.034,0.002,0.137,0.002,0.034,0.074,0.002,0.002,0.036,0.002,0.002,0.002,0.144,0.625,0.627,0,0.463,0.33,world/life
456,johnny burnette,you're sixteen,1961,pop,0.241,0.083,0.001,0.001,0.001,0.001,0.001,0.33,0.001,0.001,0.001,0.001,0.103,0.001,0.227,0.094,0.053,0.403,0.687,0.8,0,0.748,0.458,romantic
459,dion,dream lover,1961,pop,0.367,0.074,0.001,0.001,0.001,0.001,0.001,0.388,0.001,0.001,0.022,0.001,0.001,0.001,0.087,0.001,0.001,0.322,0.656,0.475,0,0.894,0.526,romantic
460,roy orbison,only the lonely,1961,pop,0.095,0.077,0.003,0.003,0.134,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.313,0.274,0.551,0.638,0.379,0.005,0.938,0.53,sadness
461,del shannon,runaway,1961,pop,0.231,0.002,0.002,0.002,0.002,0.002,0.072,0.002,0.173,0.002,0.002,0.002,0.002,0.045,0.002,0.517,0.109,0.577,0.709,0.154,0,0.727,0.534,sadness
464,bobby vee,more than i can say,1961,pop,0.166,0.002,0.002,0.311,0.002,0.002,0.002,0.002,0.568,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.559,0.648,0.795,0,0.597,0.295,world/life
465,bobby darin,it had to be you,1961,pop,0.156,0.002,0.002,0.313,0.002,0.002,0.002,0.134,0.214,0.095,0.089,0.002,0.002,0.002,0.002,0.002,0.126,0.49,0.637,0.777,0,0.448,0.333,world/life
467,jerry butler,he will break your heart,1961,pop,0.281,0.001,0.001,0.001,0.001,0.07,0.001,0.001,0.125,0.126,0.028,0.001,0.001,0.016,0.227,0.371,0.001,0.594,0.683,0.205,0,0.748,0.621,sadness
471,roy orbison,i can't stop loving you,1961,pop,0.221,0.001,0.001,0.17,0.196,0.001,0.001,0.06,0.001,0.001,0.087,0.001,0.001,0.001,0.001,0.308,0.001,0.336,0.713,0.774,0,0.584,0.535,sadness
475,brenda lee,will you love me tomorrow,1961,pop,0.151,0.002,0.002,0.191,0.329,0.002,0.002,0.002,0.137,0.002,0.002,0.002,0.205,0.002,0.002,0.109,0.002,0.69,0.648,0.567,0,0.569,0.253,night/time
476,dion,my one and only love,1961,pop,0.241,0.002,0.002,0.002,0.002,0.002,0.002,0.419,0.063,0.002,0.074,0.002,0.281,0.002,0.074,0.07,0.002,0.223,0.533,0.908,0,0.25,0.2,romantic
484,andy williams,danny boy,1961,pop,0.181,0.002,0.414,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.356,0.002,0.111,0.09,0.002,0.002,0.002,0.201,0.475,0.902,0.002,0.121,0.173,violence
487,brenda lee,when i fall in love,1961,pop,0.131,0.002,0.002,0.153,0.002,0.002,0.002,0.062,0.002,0.002,0.002,0.002,0.077,0.002,0.002,0.485,0.147,0.445,0.694,0.817,0.002,0.361,0.265,sadness
491,sam cooke,but not for me,1961,pop,0.131,0.003,0.003,0.003,0.003,0.003,0.003,0.161,0.203,0.003,0.18,0.003,0.003,0.003,0.003,0.41,0.003,0.374,0.711,0.696,0,0.556,0.443,sadness
497,dion,fools rush in,1961,pop,0.241,0.001,0.001,0.083,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.067,0.001,0.028,0.642,0.001,0.18,0.657,0.703,0,0.194,0.375,sadness
503,bobby darin,blue skies,1962,pop,0.261,0.001,0.001,0.001,0.056,0.001,0.001,0.001,0.001,0.228,0.597,0.001,0.099,0.001,0.001,0.001,0.001,0.411,0.59,0.751,0,0.45,0.29,music
504,dion,lost for sure,1962,pop,0.362,0.001,0.356,0.104,0.104,0.001,0.001,0.001,0.001,0.048,0.001,0.219,0.001,0.024,0.131,0.001,0.001,0.52,0.522,0.641,0,0.592,0.32,violence
507,the lettermen,dreamer,1962,pop,0.146,0.002,0.002,0.002,0.194,0.002,0.002,0.39,0.002,0.002,0.002,0.002,0.319,0.002,0.002,0.002,0.067,0.48,0.664,0.845,0.003,0.654,0.449,romantic
510,eddie cochran,little angel,1962,pop,0.151,0.002,0.002,0.002,0.002,0.002,0.232,0.124,0.149,0.002,0.002,0.002,0.002,0.002,0.002,0.346,0.002,0.436,0.688,0.816,0,0.832,0.463,sadness
514,the lettermen,blueberry hill,1962,pop,0.126,0.003,0.003,0.003,0.003,0.003,0.003,0.436,0.003,0.003,0.197,0.003,0.182,0.003,0.003,0.141,0.003,0.323,0.658,0.932,0,0.331,0.366,romantic
515,little eva,run to her,1962,pop,0.161,0.002,0.002,0.096,0.002,0.002,0.002,0.575,0.002,0.101,0.002,0.002,0.002,0.002,0.002,0.128,0.002,0.636,0.625,0.729,0,0.727,0.348,romantic
517,pat boone,remember you're mine,1962,pop,0.236,0.001,0.001,0.31,0.001,0.001,0.001,0.386,0.001,0.001,0.118,0.001,0.067,0.001,0.001,0.101,0.001,0.35,0.55,0.846,0,0.458,0.159,romantic
518,cliff richard & the shadows,lessons in love,1962,pop,0.151,0.003,0.003,0.131,0.003,0.003,0.003,0.46,0.22,0.003,0.003,0.003,0.054,0.003,0.1,0.003,0.003,0.518,0.724,0.289,0,0.473,0.621,romantic
519,shelley fabares,breaking up is hard to do,1962,pop,0.166,0.064,0.002,0.002,0.002,0.002,0.002,0.183,0.158,0.002,0.038,0.002,0.002,0.002,0.002,0.535,0.002,0.74,0.685,0.708,0,0.97,0.617,sadness
524,pat boone,ain't that a shame,1962,pop,0.141,0.002,0.002,0.002,0.002,0.002,0.002,0.04,0.089,0.002,0.002,0.002,0.002,0.002,0.082,0.668,0.002,0.558,0.695,0.678,0,0.89,0.364,sadness
525,bobby vee,run to him,1962,pop,0.171,0.002,0.002,0.124,0.002,0.002,0.002,0.491,0.002,0.077,0.002,0.002,0.002,0.002,0.002,0.113,0.101,0.284,0.602,0.659,0,0.586,0.418,romantic
526,bobby darin,always,1962,pop,0.126,0.085,0.002,0.512,0.002,0.075,0.111,0.187,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.478,0.618,0.613,0,0.442,0.339,world/life
528,johnny tillotson,earth angel,1962,pop,0.151,0.002,0.002,0.002,0.058,0.002,0.002,0.168,0.002,0.002,0.002,0.002,0.002,0.243,0.002,0.464,0.002,0.335,0.669,0.827,0,0.692,0.436,sadness
529,little eva,sharing you,1962,pop,0.09,0.003,0.003,0.003,0.003,0.003,0.003,0.357,0.159,0.003,0.003,0.003,0.003,0.059,0.003,0.382,0.003,0.514,0.663,0.758,0,0.784,0.301,sadness
530,little eva,uptown,1962,pop,0.884,0.043,0.001,0.001,0.001,0.001,0.024,0.001,0.001,0.452,0.033,0.001,0.158,0.001,0.145,0.073,0.029,0.728,0.667,0.89,0,0.873,0.502,obscene
539,ben e. king,here comes the night,1962,pop,0.251,0.096,0.001,0.001,0.35,0.001,0.001,0.086,0.001,0.001,0.08,0.001,0.126,0.001,0.029,0.218,0.001,0.544,0.566,0.651,0,0.457,0.37,night/time
544,shelley fabares,love letters,1962,pop,0.181,0.002,0.002,0.002,0.341,0.002,0.002,0.197,0.002,0.002,0.262,0.002,0.002,0.002,0.002,0.178,0.002,0.542,0.68,0.925,0,0.398,0.42,night/time
546,bobby darin,all by myself,1962,pop,0.291,0.001,0.401,0.001,0.247,0.001,0.101,0.001,0.001,0.15,0.001,0.001,0.001,0.001,0.001,0.001,0.081,0.529,0.62,0.829,0,0.355,0.269,violence
549,shelley fabares,true love,1962,pop,0.09,0.003,0.003,0.003,0.003,0.003,0.003,0.641,0.003,0.003,0.003,0.003,0.119,0.003,0.003,0.003,0.003,0.468,0.684,0.818,0,0.455,0.46,romantic
550,shelley fabares,sealed with a kiss,1962,pop,0.251,0.001,0.001,0.001,0.001,0.001,0.001,0.454,0.049,0.001,0.367,0.001,0.001,0.001,0.001,0.001,0.001,0.444,0.579,0.934,0,0.546,0.217,romantic
553,bobby vee,sharing you,1962,pop,0.106,0.003,0.003,0.003,0.003,0.003,0.003,0.315,0.175,0.003,0.003,0.003,0.003,0.062,0.003,0.402,0.003,0.465,0.643,0.627,0,0.495,0.415,sadness
554,brenda lee,only you (and you alone),1962,pop,0.09,0.003,0.003,0.251,0.06,0.003,0.003,0.365,0.003,0.003,0.003,0.003,0.28,0.003,0.003,0.003,0.003,0.33,0.724,0.73,0,0.198,0.353,romantic
555,chris montez,rocking blues,1962,pop,0.126,0.516,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.444,0.002,0.002,0.002,0.002,0.002,0.002,0.704,0.698,0.754,0,0.871,0.865,music
556,andy williams,your song,1962,pop,0.322,0.001,0.001,0.356,0.042,0.03,0.021,0.001,0.254,0.103,0.146,0.001,0.038,0.001,0.001,0.001,0.001,0.457,0.627,0.41,0.001,0.111,0.416,world/life
560,roy orbison,let's make a memory,1962,pop,0.221,0.202,0.001,0.001,0.001,0.001,0.053,0.175,0.001,0.001,0.001,0.001,0.001,0.027,0.001,0.43,0.001,0.535,0.689,0.671,0,0.836,0.658,sadness
